,ligand,receptor
7037,TEK,PTPRB
7038,MDK,PTPRB
7039,PTN,PTPRB
7040,TNC,PTPRB
7041,LAMB1,DAG1
7042,LAMA4,DAG1
7043,LAMA5,DAG1
7044,LAMC1,DAG1
7045,LAMC2,DAG1
7046,LAMA3,DAG1
7047,LAMC3,DAG1
7048,LAMA1,DAG1
7049,LAMB3,DAG1
7050,LAMA2,DAG1
7051,LAMB2,DAG1
7052,WNT3A,ATP6AP2
7053,WNT3A,APCDD1
7054,WNT3A,LGR5
7055,RSPO1,LGR5
7056,RSPO2,LGR5
7057,RSPO3,LGR5
7058,RSPO4,LGR5
7059,GDNF,GFRA2
7060,PSPN,GFRA2
7061,ARTN,GFRA2
7062,NRTN,GFRA2
7063,GDNF,GFRA3
7064,PSPN,GFRA3
7065,ARTN,GFRA3
7066,NRTN,GFRA3
7067,IL5,PTAFR
7068,LEP,PDIA3
7069,CALR,PDIA3
7070,LEP,GHSR
7071,GHRL,GHSR
7072,GHRH,GHSR
7073,CORT,GHSR
7074,LEAP2,GHSR
7075,GDF1,HTR4
7076,NODAL,TDGF1
7077,GDF3,TDGF1
7078,IL36G,IL1RL2
7079,IL18,IL1RL2
7080,IL1RN,IL1RL2
7081,IL36A,IL1RL2
7082,IL36B,IL1RL2
7083,IL36RN,IL1RL2
7084,IL1F10,IL1RL2
7085,MDK,GPC2
7086,MDK,TSPAN1
7087,FGFR3,CHRM4
7088,CHAT,CHRM4
7089,FGFR3,CHRM2
7090,CHAT,CHRM2
7091,FGFR3,CHRNA7
7092,SLURP1,CHRNA7
7093,ZP3,CHRNA7
7094,SLURP2,CHRNA7
7095,KDR,P2RY2
7096,BDNF,DRD4
7097,TH,DRD4
7098,LRRC4B,PTPRD
7099,CXCL13,HTR2A
7100,AFDN,NECTIN1
7101,AFDN,NECTIN2
7102,VTN,NECTIN2
7103,AFDN,NRXN2
7104,NXPH1,NRXN2
7105,NLGN2,NRXN2
7106,NXPH3,NRXN2
7107,NLGN3,NRXN2
7108,NLGN1,NRXN2
7109,AFDN,NECTIN4
7110,PTN,PLXNB2
7111,ANG,PLXNB2
7112,PTN,CDH10
7113,ANGPTL1,LILRB3
7114,ANGPTL2,LILRB3
7115,ANGPTL7,LILRB3
7116,DDR1,TM4SF1
7117,CXCL12,AVPR1A
7118,OXT,AVPR1A
7119,AVP,AVPR1A
7120,VIP,AVPR1A
7121,INHBB,CFC1B
7122,ADM,CALCRL
7123,ADM2,CALCRL
7124,CALCA,CALCRL
7125,CALCB,CALCRL
7126,IAPP,CALCRL
7127,ADM,RAMP2
7128,ADM2,RAMP2
7129,CALCA,RAMP2
7130,CALCB,RAMP2
7131,IAPP,RAMP2
7132,CRH,RAMP2
7133,POMC,RAMP2
7134,CGA,RAMP2
7135,FSHB,RAMP2
7136,GHRH,RAMP2
7137,GIP,RAMP2
7138,GCG,RAMP2
7139,LHB,RAMP2
7140,NPS,RAMP2
7141,AVP,RAMP2
7142,ADCYAP1,RAMP2
7143,VIP,RAMP2
7144,PTHLH,RAMP2
7145,PTH2,RAMP2
7146,RLN2,RAMP2
7147,RLN3,RAMP2
7148,INSL3,RAMP2
7149,SCT,RAMP2
7150,TSHB,RAMP2
7151,PTH,RAMP2
7152,ADM,RAMP3
7153,ADM2,RAMP3
7154,CALCA,RAMP3
7155,CALCB,RAMP3
7156,IAPP,RAMP3
7157,CRH,RAMP3
7158,POMC,RAMP3
7159,CGA,RAMP3
7160,FSHB,RAMP3
7161,GHRH,RAMP3
7162,GIP,RAMP3
7163,GCG,RAMP3
7164,LHB,RAMP3
7165,NPS,RAMP3
7166,AVP,RAMP3
7167,ADCYAP1,RAMP3
7168,VIP,RAMP3
7169,PTHLH,RAMP3
7170,PTH2,RAMP3
7171,RLN2,RAMP3
7172,RLN3,RAMP3
7173,INSL3,RAMP3
7174,SCT,RAMP3
7175,TSHB,RAMP3
7176,PTH,RAMP3
7177,ADM,CALCR
7178,ADM2,CALCR
7179,CALCA,CALCR
7180,CALCB,CALCR
7181,IAPP,CALCR
7182,APOB,CALCR
7183,CALCA,CALCR
7184,ADM,RAMP1
7185,ADM2,RAMP1
7186,CALCA,RAMP1
7187,CALCB,RAMP1
7188,IAPP,RAMP1
7189,VIP,RAMP1
7190,ADM,MRGPRX2
7191,CORT,MRGPRX2
7192,ADM,ADCYAP1R1
7193,ADM2,ADCYAP1R1
7194,CALCA,ADCYAP1R1
7195,CALCB,ADCYAP1R1
7196,IAPP,ADCYAP1R1
7197,CRH,ADCYAP1R1
7198,POMC,ADCYAP1R1
7199,CGA,ADCYAP1R1
7200,FSHB,ADCYAP1R1
7201,GHRH,ADCYAP1R1
7202,GIP,ADCYAP1R1
7203,GCG,ADCYAP1R1
7204,LHB,ADCYAP1R1
7205,NPS,ADCYAP1R1
7206,AVP,ADCYAP1R1
7207,ADCYAP1,ADCYAP1R1
7208,VIP,ADCYAP1R1
7209,PTHLH,ADCYAP1R1
7210,PTH2,ADCYAP1R1
7211,RLN2,ADCYAP1R1
7212,RLN3,ADCYAP1R1
7213,INSL3,ADCYAP1R1
7214,SCT,ADCYAP1R1
7215,TSHB,ADCYAP1R1
7216,PTH,ADCYAP1R1
7217,ADM,GPR84
7218,ADM2,GPR84
7219,CALCA,GPR84
7220,CALCB,GPR84
7221,IAPP,GPR84
7222,CRH,GPR84
7223,POMC,GPR84
7224,CGA,GPR84
7225,FSHB,GPR84
7226,GHRH,GPR84
7227,GIP,GPR84
7228,GCG,GPR84
7229,LHB,GPR84
7230,NPS,GPR84
7231,AVP,GPR84
7232,ADCYAP1,GPR84
7233,VIP,GPR84
7234,PTHLH,GPR84
7235,PTH2,GPR84
7236,RLN2,GPR84
7237,RLN3,GPR84
7238,INSL3,GPR84
7239,SCT,GPR84
7240,TSHB,GPR84
7241,PTH,GPR84
7242,ADM,GPR182
7243,ADM,VIPR1
7244,ADM2,VIPR1
7245,CALCA,VIPR1
7246,CALCB,VIPR1
7247,IAPP,VIPR1
7248,CRH,VIPR1
7249,POMC,VIPR1
7250,CGA,VIPR1
7251,FSHB,VIPR1
7252,GHRH,VIPR1
7253,GIP,VIPR1
7254,GCG,VIPR1
7255,LHB,VIPR1
7256,NPS,VIPR1
7257,AVP,VIPR1
7258,ADCYAP1,VIPR1
7259,VIP,VIPR1
7260,PTHLH,VIPR1
7261,PTH2,VIPR1
7262,RLN2,VIPR1
7263,RLN3,VIPR1
7264,INSL3,VIPR1
7265,SCT,VIPR1
7266,TSHB,VIPR1
7267,PTH,VIPR1
7268,ADM,ADRB3
7269,ADM2,ADRB3
7270,CALCA,ADRB3
7271,CALCB,ADRB3
7272,IAPP,ADRB3
7273,CRH,ADRB3
7274,POMC,ADRB3
7275,CGA,ADRB3
7276,FSHB,ADRB3
7277,GHRH,ADRB3
7278,GIP,ADRB3
7279,GCG,ADRB3
7280,LHB,ADRB3
7281,NPS,ADRB3
7282,AVP,ADRB3
7283,ADCYAP1,ADRB3
7284,VIP,ADRB3
7285,PTHLH,ADRB3
7286,PTH2,ADRB3
7287,RLN2,ADRB3
7288,RLN3,ADRB3
7289,INSL3,ADRB3
7290,SCT,ADRB3
7291,TSHB,ADRB3
7292,PTH,ADRB3
7293,DBH,ADRB3
7294,ADM,GPR20
7295,ADM2,GPR20
7296,CALCA,GPR20
7297,CALCB,GPR20
7298,IAPP,GPR20
7299,CRH,GPR20
7300,POMC,GPR20
7301,CGA,GPR20
7302,FSHB,GPR20
7303,GHRH,GPR20
7304,GIP,GPR20
7305,GCG,GPR20
7306,LHB,GPR20
7307,NPS,GPR20
7308,AVP,GPR20
7309,ADCYAP1,GPR20
7310,VIP,GPR20
7311,PTHLH,GPR20
7312,PTH2,GPR20
7313,RLN2,GPR20
7314,RLN3,GPR20
7315,INSL3,GPR20
7316,SCT,GPR20
7317,TSHB,GPR20
7318,PTH,GPR20
7319,APLN,APLNR
7320,APELA,APLNR
7321,APLN,GPR1
7322,RARRES2,GPR1
7323,AGT,MAS1
7324,NMB,NMBR
7325,GRP,NMBR
7326,NMB,GRPR
7327,GRP,GRPR
7328,NMB,BRS3
7329,GRP,BRS3
7330,BMP10,KIR3DL1
7331,HLA-G,KIR3DL1
7332,HLA-A,KIR3DL1
7333,HLA-B,KIR3DL1
7334,HLA-C,KIR3DL1
7335,HLA-F,KIR3DL1
7336,HLA-E,KIR3DL1
7337,BMP10,KIR3DS1
7338,HLA-B,KIR3DS1
7339,HLA-F,KIR3DS1
7340,KNG1,BDKRB1
7341,KNG1,RXFP4
7342,RLN1,RXFP4
7343,RLN3,RXFP4
7344,INSL3,RXFP4
7345,INSL5,RXFP4
7346,KNG1,GP1BA
7347,VWF,GP1BA
7348,KNG1,CD93
7349,MMRN2,CD93
7350,KNG1,GPR135
7351,CCK,CCKAR
7352,CCK,CCKBR
7353,GAST,CCKBR
7354,CCL16,HRH4
7355,TNFSF8,TNFRSF8
7356,TNFSF12,TNFRSF8
7357,RARRES2,CMKLR1
7358,CLCF1,CRLF1
7359,CRH,CRHR1
7360,UCN,CRHR1
7361,UCN2,CRHR1
7362,UCN3,CRHR1
7363,CRH,CRHR2
7364,UCN,CRHR2
7365,UCN2,CRHR2
7366,UCN3,CRHR2
7367,CRH,MC2R
7368,POMC,MC2R
7369,CRH,GAL
7370,CXCL8,LPAR2
7371,LPA,LPAR2
7372,TNFSF15,TNFRSF25
7373,TNFSF12,TNFRSF25
7374,POMC,OPRK1
7375,PDYN,OPRK1
7376,PENK,OPRK1
7377,POMC,MC1R
7378,AGRP,MC1R
7379,POMC,MC3R
7380,AGRP,MC3R
7381,POMC,MC4R
7382,AGRP,MC4R
7383,NPY,MC4R
7384,POMC,MC5R
7385,AGRP,MC5R
7386,POMC,OPRL1
7387,PDYN,OPRL1
7388,PENK,OPRL1
7389,PNOC,OPRL1
7390,PENK,MRGPRX1
7391,PENK,OGFR
7392,PENK,MRGPRX4
7393,EDA,EDAR
7394,EDA,EDA2R
7395,EDN1,ADGRL4
7396,EDN1,CYSLTR2
7397,EDN1,NPR3
7398,NPPA,NPR3
7399,NPPB,NPR3
7400,NPPC,NPR3
7401,OSTN,NPR3
7402,VIP,NPR3
7403,EDN1,CYSLTR1
7404,VEGFC,LYVE1
7405,VEGFC,CCBE1
7406,ADAMTS3,CCBE1
7407,VEGFC,VIPR2
7408,GHRH,VIPR2
7409,ADCYAP1,VIPR2
7410,VIP,VIPR2
7411,SCT,VIPR2
7412,VEGFD,ITGA2
7413,RELN,ITGA2
7414,VTN,ITGA2
7415,THBS1,ITGA2
7416,THBS2,ITGA2
7417,VWF,ITGA2
7418,COMP,ITGA2
7419,LAMB1,ITGA2
7420,LAMA4,ITGA2
7421,LAMA5,ITGA2
7422,LAMC1,ITGA2
7423,LAMC2,ITGA2
7424,TNC,ITGA2
7425,COL6A3,ITGA2
7426,LAMA3,ITGA2
7427,LAMC3,ITGA2
7428,LAMA1,ITGA2
7429,LAMB3,ITGA2
7430,SPP1,ITGA2
7431,LAMA2,ITGA2
7432,LAMB2,ITGA2
7433,CHAD,ITGA2
7434,COL6A6,ITGA2
7435,THBS4,ITGA2
7436,DUSP18,ITGA2
7437,COL11A2,ITGA2
7438,ANXA1,FPR3
7439,MT-RNR2,FPR3
7440,SAA1,SCARB1
7441,THBS1,SCARB1
7442,APOE,SCARB1
7443,GAL,GALR1
7444,GALP,GALR1
7445,GAL,GALR2
7446,GALP,GALR2
7447,SPX,GALR2
7448,GAL,GALR3
7449,GALP,GALR3
7450,SPX,GALR3
7451,GAL,GPR151
7452,CCL4L1,GPR151
7453,GDF15,GFRAL
7454,GHRL,PTGER3
7455,GHRL,MLNR
7456,MLN,MLNR
7457,GHRL,PTGIR
7458,GHRL,GHRHR
7459,GHRH,GHRHR
7460,GHRL,GPR39
7461,GIP,GIPR
7462,GCG,GIPR
7463,GCG,GLP1R
7464,GCG,GLP2R
7465,GCG,GCGR
7466,GDF9,FXYD6
7467,GDF9,HAS2
7468,NPPA,NPR1
7469,NPPB,NPR1
7470,NPPC,NPR1
7471,NPPA,NPR2
7472,NPPB,NPR2
7473,NPPC,NPR2
7474,NPPA,HTR3A
7475,GUCA2A,GUCY2C
7476,GUCA2B,GUCY2C
7477,GUCA1A,GUCY2F
7478,GUCA1B,GUCY2F
7479,RSPO1,LGR6
7480,RSPO2,LGR6
7481,RSPO3,LGR6
7482,RSPO4,LGR6
7483,RSPO1,RNF43
7484,RSPO2,RNF43
7485,IL17C,IL17RE
7486,IL17C,IL17RA
7487,IL17A,IL17RA
7488,IL17F,IL17RA
7489,IL17B,IL17RA
7490,IL25,IL17RA
7491,IL17C,IL17RC
7492,IL17A,IL17RC
7493,IL17F,IL17RC
7494,IL18,IL18R1
7495,IL37,IL18R1
7496,IL18,IL18RAP
7497,IL37,IL18RAP
7498,IL18,IL1RAPL1
7499,IL37,IL1RAPL1
7500,IL1F10,IL1RAPL1
7501,IL17B,IL17RB
7502,IL25,IL17RB
7503,IL33,IL1RL1
7504,KISS1,KISS1R
7505,PMCH,MCHR1
7506,PMCH,MCHR2
7507,AGRP,ATRN
7508,TAC1,TACR1
7509,TAC3,TACR1
7510,TAC4,TACR1
7511,TAC1,TACR2
7512,TAC3,TACR2
7513,TAC4,TACR2
7514,TAC1,TACR3
7515,TAC3,TACR3
7516,TAC4,TACR3
7517,NMS,NMUR1
7518,NMU,NMUR1
7519,NMS,NMUR2
7520,NMU,NMUR2
7521,NPB,NPBWR1
7522,NPW,NPBWR1
7523,NPB,NPBWR2
7524,NPW,NPBWR2
7525,NPFF,NPFFR1
7526,NPVF,NPFFR1
7527,NPFF,NPFFR2
7528,NPVF,NPFFR2
7529,HCRT,NPFFR2
7530,NPY,NPFFR2
7531,NPS,NPSR1
7532,NTS,NTSR1
7533,NTS,NTSR2
7534,NTS,PKD1
7535,OXT,AVPR1B
7536,AVP,AVPR1B
7537,OXT,AVPR2
7538,AVP,AVPR2
7539,C1QTNF1,AVPR2
7540,HCRT,HCRTR1
7541,HCRT,HCRTR2
7542,ADCYAP1,SCTR
7543,VIP,SCTR
7544,SCT,SCTR
7545,PROK1,PROKR1
7546,PROK2,PROKR1
7547,PROK1,PROKR2
7548,PROK2,PROKR2
7549,ADIPOQ,PROKR2
7550,PRLH,PRLHR
7551,PTHLH,PRLHR
7552,NPY,PRLHR
7553,PTHLH,PTH2R
7554,PTH2,PTH2R
7555,PTH,PTH2R
7556,NPY,NPY1R
7557,PYY,NPY1R
7558,PPY,NPY1R
7559,PYY2,NPY1R
7560,NPY,NPY2R
7561,PYY,NPY2R
7562,PPY,NPY2R
7563,NPY,NPY4R
7564,PYY,NPY4R
7565,PPY,NPY4R
7566,NPY,NPY5R
7567,PYY,NPY5R
7568,PPY,NPY5R
7569,NPY,NPY6R
7570,PYY,NPY6R
7571,PPY,NPY6R
7572,NPY,GPR83
7573,PYY,GPR83
7574,PPY,GPR83
7575,QRFP,QRFPR
7576,QRFP,P2RY14
7577,TNFSF11,TNFRSF11A
7578,RLN2,RXFP1
7579,RLN1,RXFP1
7580,RLN3,RXFP1
7581,INSL3,RXFP1
7582,INSL5,RXFP1
7583,RLN2,RXFP2
7584,RLN1,RXFP2
7585,RLN3,RXFP2
7586,INSL3,RXFP2
7587,INSL5,RXFP2
7588,RLN2,RXFP3
7589,RLN1,RXFP3
7590,RLN3,RXFP3
7591,INSL3,RXFP3
7592,INSL5,RXFP3
7593,CORT,SSTR1
7594,SST,SSTR1
7595,CORT,SSTR2
7596,SST,SSTR2
7597,CORT,SSTR3
7598,SST,SSTR3
7599,CORT,SSTR4
7600,SST,SSTR4
7601,TNFSF12,TNFRSF12A
7602,TNFSF12,CD163
7603,HP,CD163
7604,PF4,CD163
7605,UTS2,UTS2R
7606,UTS2B,UTS2R
7607,TXLNA,STX1A
7608,LGI3,STX1A
7609,RPH3A,NRXN1
7610,NXPH1,NRXN1
7611,NXPH2,NRXN1
7612,NLGN2,NRXN1
7613,NXPH3,NRXN1
7614,NLGN3,NRXN1
7615,NLGN1,NRXN1
7616,RELN,ITGA8
7617,VTN,ITGA8
7618,THBS1,ITGA8
7619,THBS2,ITGA8
7620,VWF,ITGA8
7621,COMP,ITGA8
7622,LAMB1,ITGA8
7623,LAMA4,ITGA8
7624,LAMA5,ITGA8
7625,LAMC1,ITGA8
7626,LAMC2,ITGA8
7627,TNC,ITGA8
7628,COL6A3,ITGA8
7629,LAMA3,ITGA8
7630,LAMC3,ITGA8
7631,LAMA1,ITGA8
7632,LAMB3,ITGA8
7633,SPP1,ITGA8
7634,LAMA2,ITGA8
7635,LAMB2,ITGA8
7636,CHAD,ITGA8
7637,NPNT,ITGA8
7638,COL6A6,ITGA8
7639,THBS4,ITGA8
7640,COL11A2,ITGA8
7641,SLIT2,ROBO4
7642,SLIT3,ROBO4
7643,ANXA2,ROBO4
7644,RELN,ITGA11
7645,VTN,ITGA11
7646,THBS1,ITGA11
7647,THBS2,ITGA11
7648,VWF,ITGA11
7649,COMP,ITGA11
7650,LAMB1,ITGA11
7651,LAMA4,ITGA11
7652,LAMA5,ITGA11
7653,LAMC1,ITGA11
7654,LAMC2,ITGA11
7655,TNC,ITGA11
7656,COL6A3,ITGA11
7657,LAMA3,ITGA11
7658,LAMC3,ITGA11
7659,LAMA1,ITGA11
7660,LAMB3,ITGA11
7661,SPP1,ITGA11
7662,LAMA2,ITGA11
7663,LAMB2,ITGA11
7664,CHAD,ITGA11
7665,COL6A6,ITGA11
7666,THBS4,ITGA11
7667,CLEC11A,ITGA11
7668,COL11A2,ITGA11
7669,RELN,ITGA10
7670,VTN,ITGA10
7671,THBS1,ITGA10
7672,THBS2,ITGA10
7673,VWF,ITGA10
7674,COMP,ITGA10
7675,LAMB1,ITGA10
7676,LAMA4,ITGA10
7677,LAMA5,ITGA10
7678,LAMC1,ITGA10
7679,LAMC2,ITGA10
7680,TNC,ITGA10
7681,COL6A3,ITGA10
7682,LAMA3,ITGA10
7683,LAMC3,ITGA10
7684,LAMA1,ITGA10
7685,LAMB3,ITGA10
7686,SPP1,ITGA10
7687,LAMA2,ITGA10
7688,LAMB2,ITGA10
7689,CHAD,ITGA10
7690,COL6A6,ITGA10
7691,THBS4,ITGA10
7692,CLEC11A,ITGA10
7693,COL11A2,ITGA10
7694,RELN,LRP8
7695,APOE,LRP8
7696,APOB,LRP8
7697,SPON1,LRP8
7698,ICAM1,ITGAX
7699,ICAM3,ITGAD
7700,VCAM1,ITGAD
7701,HPGDS,PTGDR2
7702,SCGB1A1,PTGFR
7703,IL32,PTGER1
7704,HLA-G,KIR2DL1
7705,HLA-A,KIR2DL1
7706,HLA-B,KIR2DL1
7707,HLA-C,KIR2DL1
7708,HLA-F,KIR2DL1
7709,HLA-E,KIR2DL1
7710,HLA-G,KLRC2
7711,HLA-A,KLRC2
7712,HLA-B,KLRC2
7713,HLA-C,KLRC2
7714,HLA-F,KLRC2
7715,HLA-E,KLRC2
7716,HLA-G,KLRC1
7717,HLA-A,KLRC1
7718,HLA-B,KLRC1
7719,HLA-C,KLRC1
7720,HLA-F,KLRC1
7721,HLA-E,KLRC1
7722,CALR,SCARF1
7723,CNTN2,CNTNAP2
7724,DBH,ADRB1
7725,CTSG,THBD
7726,PF4,THBD
7727,PSPN,GFRA4
7728,HP,ASGR1
7729,TG,ASGR1
7730,HP,ASGR2
7731,ADIPOQ,ASGR2
7732,DSC1,DSG3
7733,DSC3,DSG3
7734,DSC2,DSG3
7735,EFEMP2,LINGO1
7736,LGI1,RTN4R
7737,SEMA3A,PLXNA4
7738,SEMA6B,PLXNA4
7739,SEMA3C,PLXND1
7740,SEMA3D,PLXND1
7741,SEMA3E,PLXND1
7742,SEMA5A,PLXNB3
7743,SEMA7A,PLXNC1
7744,ADIPOQ,ADIPOR1
7745,ADIPOQ,ADIPOR2
7746,ADIPOQ,GPR42
7747,FAM3C,GPR42
7748,CCL4L1,GPR42
7749,ADIPOQ,CLEC2D
7750,FAM3C,CLEC2D
7751,ADIPOQ,WIF1
7752,HLA-G,KIR2DL4
7753,HLA-A,KIR2DL4
7754,HLA-B,KIR2DL4
7755,HLA-C,KIR2DL4
7756,HLA-F,KIR2DL4
7757,HLA-E,KIR2DL4
7758,HLA-G,CD8B2
7759,HLA-A,CD8B2
7760,HLA-B,CD8B2
7761,HLA-C,CD8B2
7762,HLA-F,CD8B2
7763,HLA-E,CD8B2
7764,HLA-G,KIR3DL2
7765,HLA-A,KIR3DL2
7766,HLA-B,KIR3DL2
7767,HLA-C,KIR3DL2
7768,HLA-F,KIR3DL2
7769,HLA-E,KIR3DL2
7770,HLA-G,KIR2DS1
7771,HLA-A,KIR2DS1
7772,HLA-B,KIR2DS1
7773,HLA-C,KIR2DS1
7774,HLA-F,KIR2DS1
7775,HLA-E,KIR2DS1
7776,HLA-G,KIR2DS3
7777,HLA-A,KIR2DS3
7778,HLA-B,KIR2DS3
7779,HLA-C,KIR2DS3
7780,HLA-F,KIR2DS3
7781,HLA-E,KIR2DS3
7782,HLA-G,KIR2DS5
7783,HLA-A,KIR2DS5
7784,HLA-B,KIR2DS5
7785,HLA-C,KIR2DS5
7786,HLA-F,KIR2DS5
7787,HLA-E,KIR2DS5
7788,HLA-G,KIR3DL3
7789,HLA-A,KIR3DL3
7790,HLA-B,KIR3DL3
7791,HLA-C,KIR3DL3
7792,HLA-F,KIR3DL3
7793,HLA-E,KIR3DL3
7794,HLA-G,KIR2DS4
7795,HLA-A,KIR2DS4
7796,HLA-B,KIR2DS4
7797,HLA-C,KIR2DS4
7798,HLA-F,KIR2DS4
7799,HLA-E,KIR2DS4
7800,HLA-G,KLRC4
7801,HLA-A,KLRC4
7802,HLA-B,KLRC4
7803,HLA-C,KLRC4
7804,HLA-F,KLRC4
7805,HLA-E,KLRC4
7806,HLA-G,KLRC3
7807,HLA-A,KLRC3
7808,HLA-B,KLRC3
7809,HLA-C,KLRC3
7810,HLA-F,KLRC3
7811,HLA-E,KLRC3
7812,HLA-G,KIR2DL2
7813,HLA-A,KIR2DL2
7814,HLA-B,KIR2DL2
7815,HLA-C,KIR2DL2
7816,HLA-F,KIR2DL2
7817,HLA-E,KIR2DL2
7818,SLIT1,ROBO1
7819,SLIT2,ROBO1
7820,SLIT3,ROBO1
7821,SLIT1,ROBO2
7822,SLIT2,ROBO2
7823,OLFM2,ROBO2
7824,SLIT3,ROBO2
7825,SLIT1,ROBO3
7826,NELL2,ROBO3
7827,SLIT1,FLRT3
7828,THBS1,LTBP1
7829,THBS2,LTBP1
7830,COMP,LTBP1
7831,THBS4,LTBP1
7832,FZD8,CKAP4
7833,VWF,SCARA5
7834,VWF,STAB2
7835,VWF,GP9
7836,VWF,GP1BB
7837,GRN,CLEC4M
7838,ICAM3,CLEC4M
7839,APOE,CHRNA4
7840,SLURP1,CHRNA4
7841,SLURP2,CHRNA4
7842,APOB,OLR1
7843,FGF19,KLB
7844,FGF21,KLB
7845,RETN,CAP1
7846,LILRB1,OSCAR
7847,TGS1,RXRA
7848,WNT7B,TMED5
7849,WNT9A,CHRNA1
7850,WNT9B,CHRNA1
7851,SLURP1,CHRNA1
7852,SLURP2,CHRNA1
7853,NTN1,UNC5C
7854,NTN1,UNC5A
7855,NTN4,UNC5A
7856,NTN1,ADORA2B
7857,NTN1,NEO1
7858,NTN3,NEO1
7859,RGMA,NEO1
7860,NXPH1,NRXN3
7861,LGALS9,MRC2
7862,CER1,MRC2
7863,HLA-A,LILRA1
7864,HLA-B,LILRA1
7865,HLA-C,LILRA1
7866,HLA-C,LILRA3
7867,HLA-C,KIR2DS2
7868,LGALS9,HAVCR2
7869,LGALS9,COLEC12
7870,IL1F10,IL1RAPL2
7871,IL16,KCNJ10
7872,IL16,GRIN2C
7873,TXLNA,STX3
7874,TXLNA,STX4
7875,ICAM3,CD209
7876,ICAM5,CD209
7877,CD209,NR3C2
7878,NECTIN2,CD96
7879,NECTIN2,TIGIT
7880,NECTIN4,TIGIT
7881,NECTIN2,PVRIG
7882,PCSK1N,GPR171
7883,RETN,GPR25
7884,LAMB1,SV2B
7885,LAMA4,SV2B
7886,LAMA5,SV2B
7887,LAMC1,SV2B
7888,LAMC2,SV2B
7889,LAMA3,SV2B
7890,LAMC3,SV2B
7891,LAMA1,SV2B
7892,LAMB3,SV2B
7893,LAMA2,SV2B
7894,LAMB2,SV2B
7895,LAMB1,SV2C
7896,LAMA4,SV2C
7897,LAMA5,SV2C
7898,LAMC1,SV2C
7899,LAMC2,SV2C
7900,LAMA3,SV2C
7901,LAMC3,SV2C
7902,LAMA1,SV2C
7903,LAMB3,SV2C
7904,LAMA2,SV2C
7905,LAMB2,SV2C
7906,LAMB1,PRNP
7907,LAMA4,PRNP
7908,LAMA5,PRNP
7909,LAMC1,PRNP
7910,LAMC2,PRNP
7911,LAMA3,PRNP
7912,LAMC3,PRNP
7913,LAMA1,PRNP
7914,LAMB3,PRNP
7915,LAMA2,PRNP
7916,LAMB2,PRNP
7917,CLEC2B,KLRF1
7918,CLEC2B,KLRB1
7919,CLEC2A,KLRB1
7920,CLEC2D,KLRB1
7921,SLURP1,CHRNB2
7922,SLURP2,CHRNB2
7923,SLURP1,CHRNB3
7924,SLURP2,CHRNB3
7925,SLURP1,CHRNB4
7926,SLURP2,CHRNB4
7927,SLURP1,CHRNA2
7928,SLURP2,CHRNA2
7929,SLURP1,CHRNA3
7930,SLURP2,CHRNA3
7931,SLURP1,CHRNA5
7932,SLURP2,CHRNA5
7933,SLURP1,CHRNA6
7934,SLURP2,CHRNA6
7935,SLURP1,CHRNA9
7936,SLURP2,CHRNA9
7937,SLURP1,CHRNA10
7938,SLURP2,CHRNA10
7939,SLURP1,CHRND
7940,SLURP2,CHRND
7941,SLURP1,CHRNE
7942,SLURP2,CHRNE
7943,SLURP1,CHRNG
7944,SLURP2,CHRNG
7945,LMAN1,MCFD2
7946,BST2,LILRA4
7947,LAMA5,BCAM
7948,DSC1,DSG4
7949,DSC3,DSG4
7950,DSC2,DSG4
7951,LGALS3BP,VANGL1
7952,MIA,CDH7
7953,MIA,CDH19
7954,CNTN3,PTPRG
7955,CNTN4,PTPRG
7956,NPTX2,NPTXR
7957,NPTX1,NPTXR
7958,PIP,AQP5
7959,PIP,NPTN
7960,TFF2,MUC6
7961,S100A1,TRPM3
7962,S100A1,RYR1
7963,GSTO1,RYR1
7964,SCGB3A1,MARCO
7965,SCGB3A2,MARCO
7966,ARF6,SMAP1
7967,ANGPTL4,GPIHBP1
7968,TRH,TRHR
7969,DPP4,ADA
7970,PLG,PLGRKT
7971,LPA,LPAR1
7972,LPA,LPAR4
7973,IZUMO1,IZUMO1R
7974,NCR3LG1,NCR3
7975,BAG6,NCR3
7976,EGFL8,NCR3
7977,NCR3LG1,TMIGD2
7978,ICAM4,RHAG
7979,S100A8,CD68
7980,S100A9,CD68
7981,SFTPD,LAIR1
7982,SFTPD,MBL2
7983,SPP1,PTGER4
7984,TF,TFR2
7985,RGMA,TFR2
7986,TF,GPR162
7987,CLEC2A,KLRF2
7988,C1QTNF5,MFRP
7989,S100A4,PGLYRP1
7990,CALML3,MYLK2
7991,CD99,PILRA
7992,CD99,CD99L2
7993,CD99,PILRB
7994,FAM3C,GLRA2
7995,IGFL2,IGFLR1
7996,IGFL1,IGFLR1
7997,IGFL3,IGFLR1
7998,NTNG2,LRRC4
7999,NTNG2,LRRC4C
8000,CIRBP,TREM1
8001,PGLYRP1,TREM1
8002,SCGB1A1,LMBR1L
8003,FGL1,LAG3
8004,LGALS3,LAG3
8005,SNCA,LAG3
8006,CCL18,PITPNM3
8007,ACE2,SLC6A19
8008,ALCAM,CHL1
8009,CD200,CD200R1
8010,CD200,CD200R1L
8011,CD200R1,CD200
8012,OBP2A,OR1G1
8013,AMELX,LAMP2
8014,AMELY,LAMP2
